snapshot_date,provider,slug,is_brand,focus,courses,top_terms
2026-07-07,AQ Digital Academy GmbH,aq-digital-academy-gmbh,0,0,12,Marketing; Online-Marketing; Social-Media-Marketing; Online-Marketing Social-Media-Marketing; Seo; Sem; Social; Media
2026-07-07,CBW College Berufliche Weiterbildung GmbH,cbw-college-berufliche-weiterbildung-gmbh,0,0,11,Marketing; Social; Media; Social Media; Content; Seo; Web; Analytics
2026-07-07,WBK Akademie GmbH,wbk-akademie-gmbh,0,0,11,Marketing; Projekte; Claude; Code; Claude Code; Openclaw; Manager; Marketing Manager
2026-07-07,ABK Akademie für Beruf und Karriere GmbH,abk-akademie-f-r-beruf-und-karriere-gmbh,0,0,11,Marketing; Social-Media-Marketing; Social; Media; Social Media; Online-Marketing; Online-Marketing Social-Media-Marketing; Seo
2026-07-07,KISA AKADEMIE GmbH,kisa-akademie-gmbh,0,0,11,Marketing; Management; Modul; Marketing Management; E-Commerce; Inkl; Management Modul; Creator
2026-07-07,Randstad Deutschland GmbH & Co. KG,randstad-deutschland-gmbh-co-kg,0,0,11,Marketing; Social; Media; Social Media; Online-Marketing; Social-Media-Marketing; Seo; Sem
2026-07-07,Avicenna Institut e. V.,avicenna-institut-e-v,0,0,11,Marketing; Social-Media-Marketing; Online-Marketing; Seo; Sem; Online-Marketing Social-Media-Marketing; Masterclass; Starter
2026-07-07,W/BZ Winkler Bildungszentrum GmbH,w-bz-winkler-bildungszentrum-gmbh,0,0,11,Marketing; Social; Media; Social Media; Aufbaukurs; Online-Marketing; Social-Media-Marketing; Online-Marketing Social-Media-Marketing
2026-07-07,JOBINKUBATOR Beratung / Bildung / Beruf,jobinkubator-beratung-bildung-beruf,0,0,11,Marketing; Social; Media; Social Media; Online-Marketing; Social-Media-Marketing; Seo; Sem
2026-07-07,Akademischer Verein zu Euregio e. V.,akademischer-verein-zu-euregio-e-v,0,0,11,Marketing; Data; Online-Marketing; Social-Media-Marketing; Seo; Sem; Online-Marketing Social-Media-Marketing; Social
2026-07-07,Verein für Integration und Bildung e. V.,verein-f-r-integration-und-bildung-e-v,0,0,11,Marketing; Social; Media; Social Media; Manager; Masterclass; Starter; Onlinehandel
2026-07-07,Zweckverband Volkshochschule Oberes Nagoldtal,zweckverband-volkshochschule-oberes-nagoldtal,0,0,11,Marketing; Social; Media; Social Media; Social-Media-Marketing; Masterclass; Starter; Masterclass Marketing
2026-07-07,Ziola GmbH,ziola-gmbh,0,0,11,Marketing; Social; Media; Social Media; Online-Marketing; Social-Media-Marketing; Seo; Sem
2026-07-07,Agile Heroes GmbH,agile-heroes-gmbh,0,0,10,Manager; Marketing; Marketing Manager; Operations; Operations Manager; Consultant; Systemischer; Coach
2026-07-07,IAD Informationsverarbeitung und angewandte Datentechnik GmbH,iad-informationsverarbeitung-und-angewandte-datentechnik-gmbh,0,0,10,E-Commerce; Marketing; Online-Marketing-Manager; Suchmaschinen; Seo; Sea; Suchmaschinen Marketing; Marketing Seo
2026-07-07,Delphin Nachhilfe und Sprachkurse e. V.,delphin-nachhilfe-und-sprachkurse-e-v,0,0,10,Social; Media; Social Media; Online-Marketing; Social-Media-Marketing; Online-Marketing Social-Media-Marketing; Seo; Sem
2026-07-07,TFA-Akademie GmbH,tfa-akademie-gmbh,0,0,9,Marketing; Social-Media-Marketing; Online-Marketing; Online-Marketing Social-Media-Marketing; Seo; Sem; Masterclass; Starter
2026-07-07,"Sprachwerkstatt Privates Institut für Kommunikation, Wirtschaft und Sprache GmbH",sprachwerkstatt-privates-institut-f-r-kommunikation-wirtschaft-und-spr,0,0,9,Marketing; Social-Media-Marketing; Online-Marketing; Seo; Sem; Online-Marketing Social-Media-Marketing; Masterclass; Starter
2026-07-07,vhs Rhön und Grabfeld gGmbH,vhs-rh-n-und-grabfeld-ggmbh,0,0,9,Marketing; Social; Media; Social Media; Manager; Masterclass; Starter; Onlinehandel
2026-07-07,Brain Box Academy UG (haftungsbeschränkt),brain-box-academy-ug-haftungsbeschr-nkt,0,0,9,Künstliche; Intelligenz; Certified; Künstliche Intelligenz; Intelligenz Certified; Leader; Strategist; Management
2026-07-07,Z&P Schulung GmbH,z-p-schulung-gmbh,0,0,9,Marketing; Social; Media; Social Media; Aufbaukurs; Online-Marketing; Social-Media-Marketing; Marketing Aufbaukurs
2026-07-07,Volkshochschule Coburg Stadt und Land gGmbH,volkshochschule-coburg-stadt-und-land-ggmbh,0,0,9,Marketing; Social; Media; Social Media; Online-Marketing; Social-Media-Marketing; Online-Marketing Social-Media-Marketing; Seo
2026-07-07,TÜV Rheinland Akademie GmbH I,t-v-rheinland-akademie-gmbh-i,0,0,9,Kaufmännische; Berufe; Kaufmännische Berufe; Ki-Manager; Projekt; Ki-Manager Projekt; Qualitätsmanagement; Ki-Grundlagen
2026-07-07,HSB Akademie GmbH,hsb-akademie-gmbh,0,0,9,Manager; Marketing; Creator; Marketing Manager; Cross; Event; Veranstaltungsmanager; Hybride
2026-07-07,indisoft GmbH,indisoft-gmbh,0,0,9,Anwender; Spezialisten; Anwender Spezialisten; Marketing; Seo; Suchmaschinenoptimierung; Seo Suchmaschinenoptimierung; Suchmaschinenoptimierung Anwender
2026-07-07,ÜAG gGmbH,ag-ggmbh,0,0,9,Marketing; Social; Media; Social Media; Social-Media-Marketing; Masterclass; Starter; Masterclass Marketing
2026-07-07,ABS-IT UG (haftungsbeschränkt),abs-it-ug-haftungsbeschr-nkt,0,0,9,Marketing; Social; Media; Social Media; Aufbaukurs; Online-Marketing; Social-Media-Marketing; Marketing Aufbaukurs
2026-07-07,Stölzle GmbH,st-lzle-gmbh,0,0,9,Marketing; Social; Media; Social Media; Masterclass; Starter; Data-Science; Aufbaukurs
2026-07-07,IHK-Akademie Ostwestfalen GmbH,ihk-akademie-ostwestfalen-gmbh,0,0,8,Manager; E-Commerce; Ki-Online-Marketing-Manager; Online-Marketing-Manager; Digital; Sales; Digital Sales; Sales Manager
2026-07-07,Volkshochschule Offenburg e. V.,volkshochschule-offenburg-e-v,0,0,8,Marketing; Social-Media-Marketing; Online-Marketing; Seo; Sem; Online-Marketing Social-Media-Marketing; Masterclass; Starter
2026-07-07,Greenbootcamps GmbH,greenbootcamps-gmbh,0,0,8,Machine; Learning; Grundlagen; Datenanalyse; Machine Learning; Projektmanager; Schwerpunkt; Produktmanagement
2026-07-07,Bildungsinstitut Gros,bildungsinstitut-gros,0,0,7,Manager; Social; Media; Social Media; Media Manager; Marketing; Performance; Marketing Manager
2026-07-07,Textakademie GmbH,textakademie-gmbh,0,0,7,Marketing; Manager; Marketing Manager; Stratege; Marketing Stratege; Sea; Google; Ads
2026-07-07,ILS - Institut für Lernsysteme GmbH,ils-institut-f-r-lernsysteme-gmbh,0,0,7,Vorbereitung; Manager; Ihk-Zertifikatstest; Vorbereitung Ihk-Zertifikatstest; E-Commerce-Manager; Marketing; Marketing Manager; Geprüfter
2026-07-07,Erfolgspfad GmbH,erfolgspfad-gmbh,0,0,7,Transformation; Recruiting; Strategie; Leadership; Recruiting Strategie; Strategie Leadership; Digitale; Prozessgestaltung
2026-07-07,MAS Sprachschule München,mas-sprachschule-m-nchen,0,0,7,Online-Marketing; Social-Media-Marketing; Online-Marketing Social-Media-Marketing; Seo; Sem; Social; Media; Social Media
2026-07-07,Professionals Online Akademie für Sales und Marketing,professionals-online-akademie-f-r-sales-und-marketing,0,0,7,Marketing; Digital; Search; Engine; Search Engine; Brand; Management; Brand Management
2026-07-07,ZAL Berlin-Brandenburg GmbH,zal-berlin-brandenburg-gmbh,0,0,7,Masterclass; Starter; Social; Media; Social Media; Marketing; Management; Digital-Transformation-Strategie
2026-07-07,Pangea Bildungszentrum - Bildung und Vielfalt Ludwigsburg e. V.,pangea-bildungszentrum-bildung-und-vielfalt-ludwigsburg-e-v,0,0,7,Marketing; Online-Marketing; Social-Media-Marketing; Seo; Sem; Online-Marketing Social-Media-Marketing; Social; Media
2026-07-07,INI Qualifizierung & Service gGmbH,ini-qualifizierung-service-ggmbh,0,0,7,Aufbaukurs; Social; Media; Social Media; Marketing; Online-Marketing; Social-Media-Marketing; Marketing Aufbaukurs
2026-07-07,Dualis Institut GmbH,dualis-institut-gmbh,0,0,6,Künstliche; Intelligenz; Künstliche Intelligenz; Cloud; Digitale; Prozessoptimierung; Intelligenz Digitale; Digitale Prozessoptimierung
2026-07-07,BNW gGmbH - Bildungswerk der Niedersächsischen Wirtschaft gemeinnützige GmbH,bnw-ggmbh-bildungswerk-der-nieders-chsischen-wirtschaft-gemeinn-tzige-,0,0,5,Online-Marketing-Manager; Modul; Online-Marketing-Manager Modul; Grundlagen; Online-Marketings; Modul Grundlagen; Grundlagen Online-Marketings; Organische
2026-07-07,Business Trends Academy,business-trends-academy,0,0,5,Content; Marketing; Creation; Content Marketing; Marketing Content; Content Creation; Certified; Transformation
2026-07-07,Studieninstitut für Kommunikation GmbH,studieninstitut-f-r-kommunikation-gmbh,0,0,5,Führungskräftetraining; Digital; Marketing; Manager; Digital Marketing; Marketing Manager; First; Days
2026-07-07,Talentivo GmbH,talentivo-gmbh,0,0,4,Marketing; Digitales; Digitales Marketing; Ki-Manager; Managerin; Ki-Manager Managerin; Managerin Digitales; Digital
2026-07-07,ptm Akademie GmbH Private,ptm-akademie-gmbh-private,0,0,4,Projektmanager; Digital; Social; Media; Digital Projektmanager; Social Media; Zertifizierte; Business
2026-07-07,IHK-Bildungszentrum Bonn/Rhein-Sieg gGmbH,ihk-bildungszentrum-bonn-rhein-sieg-ggmbh,0,0,4,Key; Account; Manager; Key Account; Account Manager; Tool; Expert; Tool Expert
2026-07-07,Liora,liora,0,0,4,Data; Marketing; Data Marketing; Data-Driven; Data-Driven Marketing; Machine; Learning; Engineer
2026-07-07,Stapelfux Akademie,stapelfux-akademie,0,0,3,Digital; Sales; Expert; Schwerpunkt; Verkaufspsychologie; Digital Sales; Sales Expert; Expert Schwerpunkt
2026-07-07,EBA Hanse College GmbH,eba-hanse-college-gmbh,0,0,3,E-Commerce; Online-Marketing; Shopsysteme; Webshop; Erstellen; Shopsysteme E-Commerce; E-Commerce Webshop; Webshop Erstellen
2026-07-07,Coaching- & Weiterbildungswunder GmbH,coaching-weiterbildungswunder-gmbh,0,0,1,Webentwicklung; E-Commerce; Marketing; Ki-Kompetenzen; Webentwicklung E-Commerce; E-Commerce Marketing; Marketing Ki-Kompetenzen
