week,snapshot_date,course_id,title,keyword,rank,total_results
2026-W23,2026-06-01,10338429570,PPC Marketing - Paid Advertising,Google Ads,226,1106
2026-W23,2026-06-01,10338428159,Performance Marketing Experte,Google Ads,265,1106
2026-W23,2026-06-01,10361929031,Online Advertising im Online Marketing,Google Ads,272,1106
2026-W23,2026-06-01,10338431852,Search Engine Marketing Expert,Google Ads,274,1106
2026-W23,2026-06-01,10338910725,Online Marketing Grundlagen für Marketing Manager:in,Google Ads,410,1106
2026-W23,2026-06-01,10361929031,Online Advertising im Online Marketing,Online Advertising,2,838
2026-W23,2026-06-01,10338895586,Social Media Advertising Expert:in,Online Advertising,66,838
2026-W23,2026-06-01,10338895266,Social Media Advertising,Online Advertising,72,838
2026-W23,2026-06-01,10338429570,PPC Marketing - Paid Advertising,Online Advertising,86,838
2026-W23,2026-06-01,10349701750,Online Marketing,Online Advertising,132,838
2026-W23,2026-06-01,10387771477,Online Marketing Kurs,Online Advertising,140,838
2026-W23,2026-06-01,10387771566,Online Marketing Quereinstieg,Online Advertising,146,838
2026-W23,2026-06-01,10343394728,Online Marketing Manager,Online Advertising,150,838
2026-W23,2026-06-01,10391163831,Performance Marketing im Online Marketing,Online Advertising,151,838
2026-W23,2026-06-01,10384707261,Online Marketing für Einsteiger,Online Advertising,158,838
2026-W23,2026-06-01,10387200385,Digital Leadership im Online Marketing,Online Advertising,170,838
2026-W23,2026-06-01,10387778727,Social Commerce im Online Marketing,Online Advertising,171,838
2026-W23,2026-06-01,10389165328,Online Marketing mit Social Media Werbung,Online Advertising,173,838
2026-W23,2026-06-01,10377228677,Certified International Online Marketing Specialist,Online Advertising,211,838
2026-W23,2026-06-01,10391164001,E-Mail-Werbung im Online Marketing,Online Advertising,221,838
2026-W23,2026-06-01,10391164520,E-Commerce Performance im Online Marketing,Online Advertising,223,838
2026-W23,2026-06-01,10391169381,"Weiterbildung im Online Marketing mit KI, Daten & Automatisierung",Online Advertising,258,838
2026-W23,2026-06-01,10391166704,Datengetriebenes Marketing als KI Manager,Online Advertising,288,838
2026-W23,2026-06-01,10387195929,E-Commerce Marketing Automation,Online Advertising,291,838
2026-W23,2026-06-01,10387777670,Marketing Aufbaukurs - E-Commerce,Online Advertising,301,838
2026-W23,2026-06-01,10389166959,Content & Inbound Marketing mit KI für E-Commerce,Online Advertising,311,838
2026-W23,2026-06-01,10387196413,E-Commerce mit Social Media,Online Advertising,312,838
2026-W23,2026-06-01,10387195672,E-Commerce im Digital Marketing,Online Advertising,316,838
2026-W23,2026-06-01,10391168356,E-Commerce & Social Media Marketing mit KI,Online Advertising,318,838
2026-W23,2026-06-01,10389166081,Projektmanagement E-Commerce,Online Advertising,319,838
2026-W23,2026-06-01,10391166676,Datengetriebenes Inbound Marketing im E-Commerce,Online Advertising,320,838
2026-W23,2026-06-01,10389167772,E-Commerce Marketing Strategie,Online Advertising,331,838
2026-W23,2026-06-01,10377229437,Global Digital Strategy & Online Marketing Management,Online Advertising,338,838
2026-W23,2026-06-01,10391167386,"KI im Performance Marketing: Ads, Targeting & Optimierung",Online Advertising,339,838
2026-W23,2026-06-01,10387776055,"Onlinemarketing, Social-Media-Marketing und Prompt Engineering",Online Advertising,350,838
2026-W23,2026-06-01,10387776840,Weiterbildung im E-Commerce mit KI,Online Advertising,351,838
2026-W23,2026-06-01,10387197205,Design Thinking und E-Commerce mit Social Media,Online Advertising,352,838
2026-W23,2026-06-01,10338427523,E-Commerce Manager,Online Advertising,440,838
2026-W23,2026-06-01,10387780797,Webanalyse & Social Media Marketing,Webanalyse,13,254
2026-W23,2026-06-01,10387780996,Webanalyse für Online Marketing Manager:in,Webanalyse,15,254
2026-W23,2026-06-01,10356999107,Analyse und Optimierung im Online Marketing,Webanalyse,20,254
2026-W23,2026-06-01,10389168981,Social Media Kurs,Webanalyse,36,254
2026-W23,2026-06-01,10354069877,Digital Marketing Manager,Webanalyse,100,254
2026-W23,2026-06-01,10349701750,Online Marketing,Webanalyse,101,254
2026-W23,2026-06-01,10351524968,Online Marketing mit Google Ads,Webanalyse,109,254
2026-W23,2026-06-01,10380831850,Aufbaukurs Online Marketing / Social Media Marketing,Webanalyse,118,254
2026-W23,2026-06-01,10338422909,Social Media Grundlagen,Webanalyse,167,254
2026-W23,2026-06-01,10338429561,eCommerce Manager,Webanalyse,174,254
2026-W23,2026-06-01,10338424756,Performance Marketing Manager,Webanalyse,183,254
2026-W23,2026-06-01,10338910725,Online Marketing Grundlagen für Marketing Manager:in,Webanalyse,198,254
2026-W23,2026-06-01,10338911508,Content Marketing Manager,Webanalyse,203,254
2026-W23,2026-06-01,10338430808,Performance Marketing Masterclass,Webanalyse,208,254
2026-W23,2026-06-01,10377229437,Global Digital Strategy & Online Marketing Management,Digital Strategy,3,128
2026-W23,2026-06-01,10377229961,Online Marketing Management - Global Trends & AI Tools,Digital Strategy,77,128
2026-W24,2026-06-08,10361929031,Online Advertising im Online Marketing,Online Marketing,3,6649
2026-W24,2026-06-08,10349701750,Online Marketing,Online Marketing,10,6649
