snapshot_date,keyword,provider,count_top_n,share_pct,best_rank
2026-06-14,KI Marketing,Masters of Digital GmbH,5,25.0,5
2026-06-14,KI Marketing,Talentspring Academy Group,4,20.0,4
2026-06-14,KI Marketing,Karriere Tutor GmbH,2,10.0,1
2026-06-14,KI Marketing,IFM GmbH,1,5.0,3
2026-06-14,KI Marketing,neuefische GmbH,1,5.0,6
2026-06-14,KI Marketing,Berger Bildungsinstitut GmbH,1,5.0,8
2026-06-14,KI Marketing,Bildung Next Level GmbH,1,5.0,10
2026-06-14,KI Marketing,cimdata Bildungsakademie GmbH,1,5.0,12
2026-06-14,KI Marketing,infofeld GmbH - KI-Seminare,1,5.0,13
2026-06-14,KI Marketing,GrandEdu GmbH,1,5.0,17
2026-06-14,KI Marketing,CBW College Berufliche Weiterbildung GmbH,1,5.0,18
2026-06-14,KI Marketing,WBS TRAINING SE,1,5.0,20
2026-06-14,KI im Online Marketing,Masters of Digital GmbH,5,25.0,1
2026-06-14,KI im Online Marketing,SMD Performance Media,5,25.0,7
2026-06-14,KI im Online Marketing,ecomex GmbH & Co. KG,3,15.0,2
2026-06-14,KI im Online Marketing,LVQ Weiterbildung und Beratung GmbH,3,15.0,10
2026-06-14,KI im Online Marketing,neuefische GmbH,2,10.0,11
2026-06-14,KI im Online Marketing,COMCAVE.COLLEGE GmbH,1,5.0,6
2026-06-14,KI im Online Marketing,Distart Education GmbH,1,5.0,18
2026-06-14,Online Marketing KI,Masters of Digital GmbH,5,25.0,1
2026-06-14,Online Marketing KI,SMD Performance Media,5,25.0,7
2026-06-14,Online Marketing KI,ecomex GmbH & Co. KG,3,15.0,2
2026-06-14,Online Marketing KI,LVQ Weiterbildung und Beratung GmbH,3,15.0,10
2026-06-14,Online Marketing KI,neuefische GmbH,2,10.0,11
2026-06-14,Online Marketing KI,COMCAVE.COLLEGE GmbH,1,5.0,6
2026-06-14,Online Marketing KI,Distart Education GmbH,1,5.0,18
2026-06-14,Online Marketing Grundlagen KI,ecomex GmbH & Co. KG,7,35.0,2
2026-06-14,Online Marketing Grundlagen KI,SMD Performance Media,3,15.0,1
2026-06-14,Online Marketing Grundlagen KI,Masters of Digital GmbH,3,15.0,7
2026-06-14,Online Marketing Grundlagen KI,Bildung Next Level GmbH,2,10.0,11
2026-06-14,Online Marketing Grundlagen KI,cimdata Bildungsakademie GmbH,2,10.0,12
2026-06-14,Online Marketing Grundlagen KI,Distart Education GmbH,1,5.0,4
2026-06-14,Online Marketing Grundlagen KI,Learning Digital Academy GmbH,1,5.0,8
2026-06-14,Online Marketing Grundlagen KI,Talentspring Academy Group,1,5.0,13
2026-06-14,Marketing mit AI,Masters of Digital GmbH,4,20.0,7
2026-06-14,Marketing mit AI,Talentspring Academy Group,2,10.0,2
2026-06-14,Marketing mit AI,New Horizons München - IT Computer und BusinessTraining Trainings,2,10.0,12
2026-06-14,Marketing mit AI,A-Leecon GmbH,2,10.0,14
2026-06-14,Marketing mit AI,ecomex GmbH & Co. KG,1,5.0,1
2026-06-14,Marketing mit AI,New Horizons Hannover/Leipzig,1,5.0,3
2026-06-14,Marketing mit AI,NH Schulungscenter für IT und Business GmbH,1,5.0,4
2026-06-14,Marketing mit AI,New Horizons Nord / West,1,5.0,5
2026-06-14,Marketing mit AI,New Horizons Köln - NH Schulungscenter für IT und Business GmbH,1,5.0,6
2026-06-14,Marketing mit AI,ImpaQt Education Group,1,5.0,9
2026-06-14,Marketing mit AI,GrandEdu GmbH,1,5.0,10
2026-06-14,Marketing mit AI,Bold Academy GmbH,1,5.0,11
2026-06-14,Marketing mit AI,Karriere Tutor GmbH,1,5.0,15
2026-06-14,Marketing mit AI,New Horizons Dortmund Computer Learning Center GmbH & Co.KG,1,5.0,18
2026-06-14,Marketingkampagnen mit AI,A-Leecon GmbH,6,30.0,1
2026-06-14,Marketingkampagnen mit AI,New Horizons München - IT Computer und BusinessTraining Trainings,3,15.0,6
2026-06-14,Marketingkampagnen mit AI,Spiced Academy GmbH,2,10.0,2
2026-06-14,Marketingkampagnen mit AI,Academy NH Süd,2,10.0,7
2026-06-14,Marketingkampagnen mit AI,ImpaQt Education Group,1,5.0,4
2026-06-14,Marketingkampagnen mit AI,Masters of Digital GmbH,1,5.0,5
2026-06-14,Marketingkampagnen mit AI,New Horizons München - IT Computer und Business Trainings,1,5.0,12
2026-06-14,Marketingkampagnen mit AI,velpTEC GmbH,1,5.0,14
2026-06-14,Marketingkampagnen mit AI,Code S Academy Ramona Sander,1,5.0,17
2026-06-14,Marketingkampagnen mit AI,WBS TRAINING SE,1,5.0,18
2026-06-14,Marketingkampagnen mit AI,Berger Bildungsinstitut GmbH,1,5.0,20
2026-06-14,Marketingstrategie mit KI,A-Leecon GmbH,13,65.0,1
2026-06-14,Marketingstrategie mit KI,ecomex GmbH & Co. KG,2,10.0,4
2026-06-14,Marketingstrategie mit KI,Masters of Digital GmbH,2,10.0,5
2026-06-14,Marketingstrategie mit KI,neuefische GmbH,1,5.0,6
2026-06-14,Marketingstrategie mit KI,cimdata Bildungsakademie GmbH,1,5.0,11
2026-06-14,Marketingstrategie mit KI,Spiced Academy GmbH,1,5.0,12
2026-06-14,Marktanalyse mit KI,A-Leecon GmbH,15,75.0,2
2026-06-14,Marktanalyse mit KI,Masters of Digital GmbH,1,5.0,1
2026-06-14,Marktanalyse mit KI,ImpaQt Education Group,1,5.0,16
2026-06-14,Marktanalyse mit KI,Talentspring Academy Group,1,5.0,17
2026-06-14,Marktanalyse mit KI,IFM GmbH,1,5.0,18
2026-06-14,Marktanalyse mit KI,Digitale Leute School,1,5.0,20
2026-06-14,Content & Online Werbung KI,Masters of Digital GmbH,4,20.0,4
2026-06-14,Content & Online Werbung KI,Ironhack Germany GmbH,4,20.0,11
2026-06-14,Content & Online Werbung KI,SMD Performance Media,3,15.0,8
2026-06-14,Content & Online Werbung KI,ecomex GmbH & Co. KG,2,10.0,2
2026-06-14,Content & Online Werbung KI,Talentspring Academy Group,2,10.0,9
2026-06-14,Content & Online Werbung KI,GrandEdu GmbH,1,5.0,1
2026-06-14,Content & Online Werbung KI,OMR Education GmbH,1,5.0,7
2026-06-14,Content & Online Werbung KI,A-Leecon GmbH,1,5.0,17
2026-06-14,Content & Online Werbung KI,Learning Digital Academy GmbH,1,5.0,18
2026-06-14,Content & Online Werbung KI,Distart Education GmbH,1,5.0,20
2026-06-14,Content Creation mit KI,COMCAVE.COLLEGE GmbH,7,35.0,2
2026-06-14,Content Creation mit KI,Masters of Digital GmbH,2,10.0,1
2026-06-14,Content Creation mit KI,future Training & Consulting GmbH,2,10.0,10
2026-06-14,Content Creation mit KI,cimdata Bildungsakademie GmbH,1,5.0,5
2026-06-14,Content Creation mit KI,Bildung Next Level GmbH,1,5.0,8
2026-06-14,Content Creation mit KI,ecomex GmbH & Co. KG,1,5.0,11
2026-06-14,Content Creation mit KI,IFM GmbH,1,5.0,12
2026-06-14,Content Creation mit KI,DFW Akademie,1,5.0,14
2026-06-14,Content Creation mit KI,WBS TRAINING SE,1,5.0,16
2026-06-14,Content Creation mit KI,Business Trends Academy,1,5.0,18
2026-06-14,Content Creation mit KI,velpTEC GmbH,1,5.0,19
2026-06-14,Content Creation mit KI,Distart Education GmbH,1,5.0,20
2026-06-14,Contenterstellung mit KI,A-Leecon GmbH,18,90.0,1
2026-06-14,Contenterstellung mit KI,Masters of Digital GmbH,1,5.0,5
2026-06-14,Contenterstellung mit KI,ecomex GmbH & Co. KG,1,5.0,14
2026-06-14,Kampagnenerstellung mit KI,A-Leecon GmbH,18,90.0,1
2026-06-14,Kampagnenerstellung mit KI,SMD Performance Media,1,5.0,10
2026-06-14,Kampagnenerstellung mit KI,Spiced Academy GmbH,1,5.0,16
2026-06-14,E-Mail Automatisierung mit KI,New Horizons München - IT Computer und BusinessTraining Trainings,7,35.0,5
2026-06-14,E-Mail Automatisierung mit KI,Academy NH Süd,4,20.0,4
2026-06-14,E-Mail Automatisierung mit KI,Spiced Academy GmbH,2,10.0,1
2026-06-14,E-Mail Automatisierung mit KI,Bildung Next Level GmbH,2,10.0,2
2026-06-14,E-Mail Automatisierung mit KI,A-Leecon GmbH,2,10.0,3
2026-06-14,E-Mail Automatisierung mit KI,Bold Academy GmbH,1,5.0,8
2026-06-14,E-Mail Automatisierung mit KI,Masters of Digital GmbH,1,5.0,13
2026-06-14,E-Mail Automatisierung mit KI,Learnix GmbH,1,5.0,16
2026-06-14,KI im datengetriebenen Marketing,Habmann AufstiegsAkademie,11,55.0,10
2026-06-14,KI im datengetriebenen Marketing,A-Leecon GmbH,4,20.0,5
2026-06-14,KI im datengetriebenen Marketing,ecomex GmbH & Co. KG,3,15.0,1
2026-06-14,KI im datengetriebenen Marketing,Learning Digital Academy GmbH,1,5.0,3
2026-06-14,KI im datengetriebenen Marketing,New Horizons München - IT Computer und BusinessTraining Trainings,1,5.0,4
2026-06-14,KI im Inbound Marketing,ecomex GmbH & Co. KG,10,50.0,1
2026-06-14,KI im Inbound Marketing,Bold Academy GmbH,4,20.0,14
2026-06-14,KI im Inbound Marketing,Ironhack Germany GmbH,3,15.0,2
2026-06-14,KI im Inbound Marketing,Webgalaxie GmbH,1,5.0,11
2026-06-14,KI im Inbound Marketing,Bildungsinstitut Gros,1,5.0,15
2026-06-14,KI im Inbound Marketing,Distart Education GmbH,1,5.0,17
2026-06-14,KI im Vertrieb,Bold Academy GmbH,13,65.0,4
2026-06-14,KI im Vertrieb,Talentspring Academy Group,1,5.0,1
2026-06-14,KI im Vertrieb,Berger Bildungsinstitut GmbH,1,5.0,2
2026-06-14,KI im Vertrieb,Deutsches Privatinstitut BFD GmbH,1,5.0,3
2026-06-14,KI im Vertrieb,GrandEdu Media,1,5.0,17
2026-06-14,KI im Vertrieb,VBZ Deutsches Vertriebsbildungszentrum,1,5.0,18
2026-06-14,KI im Vertrieb,Bildung Next Level GmbH,1,5.0,19
2026-06-14,KI im Vertrieb,COMCAVE.COLLEGE GmbH,1,5.0,20
2026-06-14,KI für E-Commerce,SMD Performance Media,4,20.0,4
2026-06-14,KI für E-Commerce,ecomex GmbH & Co. KG,4,20.0,11
2026-06-14,KI für E-Commerce,Masters of Digital GmbH,3,15.0,1
2026-06-14,KI für E-Commerce,Bold Academy GmbH,3,15.0,9
2026-06-14,KI für E-Commerce,GrandEdu GmbH,2,10.0,7
2026-06-14,KI für E-Commerce,WBS TRAINING SE,1,5.0,3
2026-06-14,KI für E-Commerce,Mentify Learn GmbH,1,5.0,6
2026-06-14,KI für E-Commerce,alfatraining Bildungszentrum GmbH,1,5.0,16
2026-06-14,KI für E-Commerce,COMCAVE.COLLEGE GmbH,1,5.0,17
2026-06-14,Performance Marketing KI,Bildung Next Level GmbH,7,35.0,3
2026-06-14,Performance Marketing KI,Masters of Digital GmbH,5,25.0,1
2026-06-14,Performance Marketing KI,Spiced Academy GmbH,2,10.0,15
2026-06-14,Performance Marketing KI,SMD Performance Media,2,10.0,18
2026-06-14,Performance Marketing KI,neuefische GmbH,1,5.0,5
2026-06-14,Performance Marketing KI,CBW College Berufliche Weiterbildung GmbH,1,5.0,6
2026-06-14,Performance Marketing KI,Distart Education GmbH,1,5.0,14
2026-06-14,Performance Marketing KI,Bold Academy GmbH,1,5.0,16
2026-06-14,Performance Marketing mit AI,Spiced Academy GmbH,7,35.0,5
2026-06-14,Performance Marketing mit AI,Masters of Digital GmbH,6,30.0,1
2026-06-14,Performance Marketing mit AI,neuefische GmbH,3,15.0,10
2026-06-14,Performance Marketing mit AI,Bildungsinstitut Gros,1,5.0,3
2026-06-14,Performance Marketing mit AI,ecomex GmbH & Co. KG,1,5.0,4
2026-06-14,Performance Marketing mit AI,A-Leecon GmbH,1,5.0,7
2026-06-14,Performance Marketing mit AI,Mentify Learn GmbH,1,5.0,8
2026-06-14,SEO Manager KI,cimdata Bildungsakademie GmbH,6,30.0,6
2026-06-14,SEO Manager KI,mycareernow,3,15.0,16
2026-06-14,SEO Manager KI,A-Leecon GmbH,2,10.0,2
2026-06-14,SEO Manager KI,SMD Performance Media,1,5.0,1
2026-06-14,SEO Manager KI,GrandEdu GmbH,1,5.0,3
2026-06-14,SEO Manager KI,CBW College Berufliche Weiterbildung GmbH,1,5.0,4
2026-06-14,SEO Manager KI,Webmasters Akademie Nürnberg GmbH,1,5.0,5
2026-06-14,SEO Manager KI,Learnix GmbH,1,5.0,9
2026-06-14,SEO Manager KI,Masters of Digital GmbH,1,5.0,13
2026-06-14,SEO Manager KI,Spiced Academy GmbH,1,5.0,14
2026-06-14,SEO Manager KI,GFN GmbH,1,5.0,17
2026-06-14,SEO Manager KI,formful education GmbH,1,5.0,19
2026-06-14,Social Media mit KI,GrandEdu GmbH,5,25.0,1
2026-06-14,Social Media mit KI,Masters of Digital GmbH,4,20.0,2
2026-06-14,Social Media mit KI,ecomex GmbH & Co. KG,2,10.0,5
2026-06-14,Social Media mit KI,LVQ Weiterbildung und Beratung GmbH,2,10.0,14
2026-06-14,Social Media mit KI,Bildung Next Level GmbH,1,5.0,7
2026-06-14,Social Media mit KI,Learning Digital Academy GmbH,1,5.0,8
2026-06-14,Social Media mit KI,alfatraining Bildungszentrum GmbH,1,5.0,9
2026-06-14,Social Media mit KI,A-Leecon GmbH,1,5.0,10
2026-06-14,Social Media mit KI,WBS TRAINING SE,1,5.0,11
2026-06-14,Social Media mit KI,cimdata Bildungsakademie GmbH,1,5.0,17
2026-06-14,Social Media mit KI,Karriere Tutor GmbH,1,5.0,18
2026-06-14,Texterstellung mit KI,A-Leecon GmbH,19,95.0,1
2026-06-14,Texterstellung mit KI,WBS TRAINING SE,1,5.0,12
2026-06-14,Videoerstellung mit KI,A-Leecon GmbH,15,75.0,1
2026-06-14,Videoerstellung mit KI,ecomex GmbH & Co. KG,1,5.0,7
2026-06-14,Videoerstellung mit KI,future Training & Consulting GmbH,1,5.0,12
2026-06-14,Videoerstellung mit KI,GrandEdu GmbH,1,5.0,16
2026-06-14,Videoerstellung mit KI,Distart Education GmbH,1,5.0,17
2026-06-14,Videoerstellung mit KI,DFW Akademie,1,5.0,18
2026-06-14,Websites mit KI,Masters of Digital GmbH,5,25.0,1
2026-06-14,Websites mit KI,Bildung Next Level GmbH,3,15.0,3
2026-06-14,Websites mit KI,Digitale Leute School,3,15.0,6
2026-06-14,Websites mit KI,cimdata Bildungsakademie GmbH,2,10.0,5
2026-06-14,Websites mit KI,WBS TRAINING SE,1,5.0,2
2026-06-14,Websites mit KI,Spiced Academy GmbH,1,5.0,9
2026-06-14,Websites mit KI,formful education GmbH,1,5.0,12
2026-06-14,Websites mit KI,Karriere Tutor GmbH,1,5.0,14
2026-06-14,Websites mit KI,HECKER CONSULTING,1,5.0,16
2026-06-14,Websites mit KI,SMD Performance Media,1,5.0,19
2026-06-14,Websites mit KI,ecomex GmbH & Co. KG,1,5.0,20
2026-06-14,AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,9,45.0,1
2026-06-14,AI für Anfänger,Spiced Academy GmbH,4,20.0,4
2026-06-14,AI für Anfänger,Academy NH Süd,2,10.0,2
2026-06-14,AI für Anfänger,neuefische GmbH,2,10.0,5
2026-06-14,AI für Anfänger,brainymotion,1,5.0,7
2026-06-14,AI für Anfänger,New Horizons Stuttgart III Trainings,1,5.0,15
2026-06-14,AI für Anfänger,New Horizons Stuttgart,1,5.0,16
2026-06-14,AI Weiterbildung,ecomex GmbH & Co. KG,4,20.0,2
2026-06-14,AI Weiterbildung,StackFuel GmbH,4,20.0,9
2026-06-14,AI Weiterbildung,Spiced Academy GmbH,4,20.0,14
2026-06-14,AI Weiterbildung,neuefische GmbH,2,10.0,3
2026-06-14,AI Weiterbildung,Talentspring Academy Group,1,5.0,1
2026-06-14,AI Weiterbildung,ImpaQt Education Group,1,5.0,4
2026-06-14,AI Weiterbildung,Codeverge GmbH,1,5.0,5
2026-06-14,AI Weiterbildung,Smart Future Campus GmbH,1,5.0,10
2026-06-14,AI Weiterbildung,Berger Bildungsinstitut GmbH,1,5.0,15
2026-06-14,AI Weiterbildung,New Horizons München - IT Computer und BusinessTraining Trainings,1,5.0,19
2026-06-14,AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,18,90.0,1
2026-06-14,AI-Kurs,Smart Future Campus GmbH,1,5.0,4
2026-06-14,AI-Kurs,StackFuel GmbH,1,5.0,13
2026-06-14,AI-Manager,velpTEC GmbH,2,10.0,3
2026-06-14,AI-Manager,New Horizons München - IT Computer und BusinessTraining Trainings,2,10.0,6
2026-06-14,AI-Manager,New Horizons Hannover/Leipzig,2,10.0,11
2026-06-14,AI-Manager,New Horizons Nord / West,2,10.0,14
2026-06-14,AI-Manager,NH Schulungscenter für IT und Business GmbH,2,10.0,15
2026-06-14,AI-Manager,ecomex GmbH & Co. KG,1,5.0,1
2026-06-14,AI-Manager,GrandEdu Media,1,5.0,2
2026-06-14,AI-Manager,neuefische GmbH,1,5.0,4
2026-06-14,AI-Manager,New Horizons Stuttgart,1,5.0,5
2026-06-14,AI-Manager,Karriere Tutor GmbH,1,5.0,7
2026-06-14,AI-Manager,GrandEdu GmbH,1,5.0,9
2026-06-14,AI-Manager,mycareernow,1,5.0,12
2026-06-14,AI-Manager,New Horizons Dortmund Computer Learning Center GmbH & Co.KG,1,5.0,13
2026-06-14,AI-Manager,New Horizons Köln - NH Schulungscenter für IT und Business GmbH,1,5.0,16
2026-06-14,AI-Manager,IU Akademie IU Internationale Hochschule,1,5.0,20
2026-06-14,Grundlagen AI,ecomex GmbH & Co. KG,5,25.0,3
2026-06-14,Grundlagen AI,Distart Education GmbH,2,10.0,5
2026-06-14,Grundlagen AI,New Horizons München - IT Computer und BusinessTraining Trainings,2,10.0,12
2026-06-14,Grundlagen AI,LearnWise Academy,1,5.0,1
2026-06-14,Grundlagen AI,New Horizons Stuttgart,1,5.0,2
2026-06-14,Grundlagen AI,Talentspring Academy Group,1,5.0,6
2026-06-14,Grundlagen AI,ImpaQt Education Group,1,5.0,8
2026-06-14,Grundlagen AI,GrandEdu Media,1,5.0,9
2026-06-14,Grundlagen AI,Digitale Leute School,1,5.0,10
2026-06-14,Grundlagen AI,neuefische GmbH,1,5.0,11
2026-06-14,Grundlagen AI,Ironhack Germany GmbH,1,5.0,13
2026-06-14,Grundlagen AI,Academy NH Süd,1,5.0,16
2026-06-14,Grundlagen AI,New Horizons München - IT Computer und Business Trainings,1,5.0,17
2026-06-14,Grundlagen AI,MSIT Master School Institute of Technology,1,5.0,18
2026-06-14,Grundlagen KI,Syntax GmbH für Aus- und Weiterbildung,4,20.0,1
2026-06-14,Grundlagen KI,A-Leecon GmbH,2,10.0,7
2026-06-14,Grundlagen KI,COMCAVE.COLLEGE GmbH,2,10.0,10
2026-06-14,Grundlagen KI,OneCareer,2,10.0,12
2026-06-14,Grundlagen KI,brainymotion,2,10.0,16
2026-06-14,Grundlagen KI,New Horizons München - IT Computer und BusinessTraining Trainings,1,5.0,2
2026-06-14,Grundlagen KI,ecomex GmbH & Co. KG,1,5.0,3
2026-06-14,Grundlagen KI,GFN GmbH,1,5.0,4
2026-06-14,Grundlagen KI,Academy NH Süd,1,5.0,5
2026-06-14,Grundlagen KI,MSIT Master School Institute of Technology,1,5.0,6
2026-06-14,Grundlagen KI,Spiced Academy GmbH,1,5.0,8
2026-06-14,Grundlagen KI,DAFI Deutsche Akademie für Informationssicherheit GmbH,1,5.0,14
2026-06-14,Grundlagen KI,Distart Education GmbH,1,5.0,19
2026-06-14,KI Anwendung,Smart Future Campus GmbH,3,15.0,3
2026-06-14,KI Anwendung,Talentspring Academy Group,2,10.0,1
2026-06-14,KI Anwendung,ecomex GmbH & Co. KG,2,10.0,6
2026-06-14,KI Anwendung,WBS TRAINING SE,2,10.0,8
2026-06-14,KI Anwendung,Karriere Tutor GmbH,2,10.0,9
2026-06-14,KI Anwendung,A-Leecon GmbH,2,10.0,14
2026-06-14,KI Anwendung,GFN GmbH,1,5.0,2
2026-06-14,KI Anwendung,Cybersteps GmbH,1,5.0,4
2026-06-14,KI Anwendung,mycareernow,1,5.0,5
2026-06-14,KI Anwendung,DFW Akademie,1,5.0,11
2026-06-14,KI Anwendung,Syntax GmbH für Aus- und Weiterbildung,1,5.0,12
2026-06-14,KI Anwendung,OneCareer,1,5.0,15
2026-06-14,KI Anwendung,DCI Digital Career Institute GmbH,1,5.0,20
2026-06-14,KI Coach,A-Leecon GmbH,9,45.0,4
2026-06-14,KI Coach,brainymotion,5,25.0,8
2026-06-14,KI Coach,ZukunftsWerk Akademie,2,10.0,12
2026-06-14,KI Coach,ecomex GmbH & Co. KG,1,5.0,1
2026-06-14,KI Coach,Ostbayerische Technische Hochschule Amberg-Weiden,1,5.0,2
2026-06-14,KI Coach,OTH Amberg Weiden,1,5.0,3
2026-06-14,KI Coach,Habmann AufstiegsAkademie,1,5.0,9
2026-06-14,KI im Arbeitsalltag,A-Leecon GmbH,13,65.0,1
2026-06-14,KI im Arbeitsalltag,Learnix GmbH,2,10.0,14
2026-06-14,KI im Arbeitsalltag,New Horizons München - IT Computer und BusinessTraining Trainings,2,10.0,15
2026-06-14,KI im Arbeitsalltag,OneCareer,1,5.0,2
2026-06-14,KI im Arbeitsalltag,COMCAVE.COLLEGE GmbH,1,5.0,4
2026-06-14,KI im Arbeitsalltag,GrandEdu GmbH,1,5.0,18
2026-06-14,KI im Büroalltag,New Horizons Nord,1,5.0,1
2026-06-14,KI im Büroalltag,New Horizons Akademie,1,5.0,2
2026-06-14,KI im Büroalltag,Akademie Überlingen,1,5.0,3
2026-06-14,KI im Büroalltag,Textakademie GmbH,1,5.0,4
2026-06-14,KI im Büroalltag,Berger Bildungsinstitut GmbH,1,5.0,5
2026-06-14,KI im Büroalltag,SWA Bildungsakademie GmbH,1,5.0,6
2026-06-14,KI im Büroalltag,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,7
2026-06-14,KI im Büroalltag,Lernen fördern e. V.,1,5.0,8
2026-06-14,KI im Büroalltag,IBB Institut für Berufliche Bildung AG,1,5.0,9
2026-06-14,KI im Büroalltag,Donner + Partner GmbH Baden-Württemberg,1,5.0,10
2026-06-14,KI im Büroalltag,Do IT Digital GmbH,1,5.0,11
2026-06-14,KI im Büroalltag,BilSE-Institut für Bildung und Forschung GmbH,1,5.0,12
2026-06-14,KI im Büroalltag,isb Institut für Schulung und Beruf,1,5.0,13
2026-06-14,KI im Büroalltag,BIB Augsburg gGmbH,1,5.0,14
2026-06-14,KI im Büroalltag,GfM GmbH & Co. KG,1,5.0,15
2026-06-14,KI Lernen,Smart Future Campus GmbH,2,10.0,8
2026-06-14,KI Lernen,IBB Institut für Berufliche Bildung AG,1,5.0,1
2026-06-14,KI Lernen,Berger Bildungsinstitut GmbH,1,5.0,2
2026-06-14,KI Lernen,Universität Ulm,1,5.0,3
2026-06-14,KI Lernen,Stiftung Lernen-Fördern-Arbeiten (LFA),1,5.0,4
2026-06-14,KI Lernen,NordWest Training UG (haftungsbeschränkt),1,5.0,5
2026-06-14,KI Lernen,Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,1,5.0,6
2026-06-14,KI Lernen,Do IT Digital GmbH,1,5.0,7
2026-06-14,KI Lernen,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,9
2026-06-14,KI Lernen,Donner + Partner GmbH Baden-Württemberg,1,5.0,10
2026-06-14,KI Lernen,SWA Bildungsakademie GmbH,1,5.0,11
2026-06-14,KI Lernen,GfM GmbH & Co. KG,1,5.0,12
2026-06-14,KI Lernen,neuefische GmbH,1,5.0,13
2026-06-14,KI Lernen,Bildungsinstitut Gros,1,5.0,14
2026-06-14,KI Lernen,LearnWise Academy,1,5.0,15
2026-06-14,KI Manager,ecomex GmbH & Co. KG,1,5.0,1
2026-06-14,KI Manager,COMCAVE.COLLEGE GmbH,1,5.0,2
2026-06-14,KI Manager,Karriere Tutor GmbH,1,5.0,3
2026-06-14,KI Manager,IBB Institut für Berufliche Bildung AG,1,5.0,4
2026-06-14,KI Manager,GFN GmbH,1,5.0,5
2026-06-14,KI Manager,Berger Bildungsinstitut GmbH,1,5.0,6
2026-06-14,KI Manager,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,7
2026-06-14,KI Manager,Skilldrops GmbH,1,5.0,8
2026-06-14,KI Manager,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,9
2026-06-14,KI Manager,StackFuel GmbH,1,5.0,10
2026-06-14,KI Manager,Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,1,5.0,11
2026-06-14,KI Manager,New Horizons Nord / West,1,5.0,12
2026-06-14,KI Manager,isb Institut für Schulung und Beruf,1,5.0,13
2026-06-14,KI Manager,Kolping Akademie Bamberg,1,5.0,14
2026-06-14,KI Manager,TÜV Rheinland Akademie GmbH I,1,5.0,15
2026-06-14,KI Manager Weiterbildung,ecomex GmbH & Co. KG,5,25.0,1
2026-06-14,KI Manager Weiterbildung,neuefische GmbH,2,10.0,5
2026-06-14,KI Manager Weiterbildung,Webmasters Akademie Nürnberg GmbH,2,10.0,7
2026-06-14,KI Manager Weiterbildung,LUTZ + GRUB ACADEMY GmbH,2,10.0,16
2026-06-14,KI Manager Weiterbildung,STARTPLATZ Köln GmbH,1,5.0,2
2026-06-14,KI Manager Weiterbildung,StartSteps Digital Education GmbH,1,5.0,6
2026-06-14,KI Manager Weiterbildung,Spiced Academy GmbH,1,5.0,9
2026-06-14,KI Manager Weiterbildung,StackFuel GmbH,1,5.0,10
2026-06-14,KI Manager Weiterbildung,WBK Akademie GmbH,1,5.0,12
2026-06-14,KI Manager Weiterbildung,A-Leecon GmbH,1,5.0,13
2026-06-14,KI Manager Weiterbildung,Skilldrops GmbH,1,5.0,14
2026-06-14,KI Manager Weiterbildung,Karriere Tutor GmbH,1,5.0,18
2026-06-14,KI Manager Weiterbildung,LVQ Weiterbildung und Beratung GmbH,1,5.0,20
2026-06-14,KI Strategie,Karriere Tutor GmbH,2,10.0,5
2026-06-14,KI Strategie,A-Leecon GmbH,2,10.0,6
2026-06-14,KI Strategie,Talentspring Academy Group,1,5.0,1
2026-06-14,KI Strategie,GFN GmbH,1,5.0,2
2026-06-14,KI Strategie,Smart Future Campus GmbH,1,5.0,3
2026-06-14,KI Strategie,Syntax GmbH für Aus- und Weiterbildung,1,5.0,4
2026-06-14,KI Strategie,isb Institut für Schulung und Beruf,1,5.0,9
2026-06-14,KI Strategie,IBB Institut für Berufliche Bildung AG,1,5.0,10
2026-06-14,KI Strategie,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,11
2026-06-14,KI Strategie,Berger Bildungsinstitut GmbH,1,5.0,12
2026-06-14,KI Strategie,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,13
2026-06-14,KI Strategie,Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,1,5.0,14
2026-06-14,KI Strategie,Kolping Akademie Bamberg,1,5.0,15
2026-06-14,KI Strategie,its digital akademie GmbH,1,5.0,16
2026-06-14,KI Strategie,Randstad Deutschland GmbH & Co. KG,1,5.0,17
2026-06-14,KI Tools für Marketing,LVQ Weiterbildung und Beratung GmbH,6,30.0,8
2026-06-14,KI Tools für Marketing,Talentspring Academy Group,3,15.0,1
2026-06-14,KI Tools für Marketing,cimdata Bildungsakademie GmbH,2,10.0,7
2026-06-14,KI Tools für Marketing,Spiced Academy GmbH,1,5.0,2
2026-06-14,KI Tools für Marketing,Masters of Digital GmbH,1,5.0,3
2026-06-14,KI Tools für Marketing,Karriere Tutor GmbH,1,5.0,4
2026-06-14,KI Tools für Marketing,A-Leecon GmbH,1,5.0,5
2026-06-14,KI Tools für Marketing,DCI Digital Career Institute GmbH,1,5.0,11
