snapshot_date,keyword,provider,count_top_n,share_pct,best_rank,is_brand,total_results
2026-06-01,Online Marketing,Learning Digital Academy GmbH,2,10.0,1,0,6536
2026-06-01,Online Marketing,ecomex GmbH & Co. KG,2,10.0,2,1,6536
2026-06-01,Online Marketing,Karriere Tutor GmbH,2,10.0,7,0,6536
2026-06-01,Online Marketing,OneCareer,2,10.0,10,0,6536
2026-06-01,Online Marketing,IU Akademie IU Internationale Hochschule,1,5.0,3,0,6536
2026-06-01,Online Marketing,COMCAVE.COLLEGE GmbH,1,5.0,4,0,6536
2026-06-01,Online Marketing,GrandEdu GmbH,1,5.0,6,0,6536
2026-06-01,Online Marketing,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,9,0,6536
2026-06-01,Online Marketing,Lecturio GmbH,1,5.0,11,0,6536
2026-06-01,Online Marketing,CBW College Berufliche Weiterbildung GmbH,1,5.0,12,0,6536
2026-06-01,Online Marketing,Masters of Digital GmbH,1,5.0,13,0,6536
2026-06-01,Online Marketing,Education partners GmbH,1,5.0,14,0,6536
2026-06-01,Online Marketing,IFM GmbH,1,5.0,15,0,6536
2026-06-01,Online Marketing,HECKER CONSULTING,1,5.0,16,0,6536
2026-06-01,Online Marketing,EBA Hanse College GmbH,1,5.0,18,0,6536
2026-06-01,Online Marketing,velpTEC GmbH,1,5.0,19,0,6536
2026-06-01,Online Marketing Manager,OneCareer,4,20.0,12,0,2208
2026-06-01,Online Marketing Manager,alfatraining Bildungszentrum GmbH,2,10.0,1,0,2208
2026-06-01,Online Marketing Manager,COMCAVE.COLLEGE GmbH,1,5.0,2,0,2208
2026-06-01,Online Marketing Manager,Talentspring Academy Group,1,5.0,3,0,2208
2026-06-01,Online Marketing Manager,ecomex GmbH & Co. KG,1,5.0,4,1,2208
2026-06-01,Online Marketing Manager,Wildner Akademie für Digitale Wirtschaft & Management,1,5.0,5,0,2208
2026-06-01,Online Marketing Manager,DCI Digital Career Institute GmbH,1,5.0,6,0,2208
2026-06-01,Online Marketing Manager,Textakademie GmbH,1,5.0,7,0,2208
2026-06-01,Online Marketing Manager,SGD,1,5.0,8,0,2208
2026-06-01,Online Marketing Manager,Lecturio GmbH,1,5.0,9,0,2208
2026-06-01,Online Marketing Manager,Minister Fachschule GmbH,1,5.0,10,0,2208
2026-06-01,Online Marketing Manager,Starthilfe Bildungswerk GmbH,1,5.0,11,0,2208
2026-06-01,Online Marketing Manager,Learnix GmbH,1,5.0,13,0,2208
2026-06-01,Online Marketing Manager,Karriere Tutor GmbH,1,5.0,17,0,2208
2026-06-01,Online Marketing Manager,Berger Bildungsinstitut GmbH,1,5.0,19,0,2208
2026-06-01,Online Marketing Manager,SMD Performance Media,1,5.0,20,0,2208
2026-06-01,Online Marketing Strategie,Learning Digital Academy GmbH,6,30.0,3,0,4107
2026-06-01,Online Marketing Strategie,Masters of Digital GmbH,4,20.0,6,0,4107
2026-06-01,Online Marketing Strategie,Talentspring Academy Group,2,10.0,12,0,4107
2026-06-01,Online Marketing Strategie,OneCareer,1,5.0,1,0,4107
2026-06-01,Online Marketing Strategie,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,2,0,4107
2026-06-01,Online Marketing Strategie,ecomex GmbH & Co. KG,1,5.0,4,1,4107
2026-06-01,Online Marketing Strategie,Karriere Tutor GmbH,1,5.0,9,0,4107
2026-06-01,Online Marketing Strategie,neuefische GmbH,1,5.0,10,0,4107
2026-06-01,Online Marketing Strategie,BNW gGmbH - Bildungswerk der Niedersächsischen Wirtschaft gemeinnützige GmbH,1,5.0,18,0,4107
2026-06-01,Online Marketing Strategie,Mentify Learn GmbH,1,5.0,19,0,4107
2026-06-01,Online Marketing Strategie,Spiced Academy GmbH,1,5.0,20,0,4107
2026-06-01,Search Engine Marketing,OneCareer,4,20.0,1,0,265
2026-06-01,Search Engine Marketing,Masters of Digital GmbH,4,20.0,4,0,265
2026-06-01,Search Engine Marketing,IU Akademie IU Internationale Hochschule,2,10.0,13,0,265
2026-06-01,Search Engine Marketing,XDi - Experience Design Institut GmbH,2,10.0,15,0,265
2026-06-01,Search Engine Marketing,Learning Digital Academy GmbH,1,5.0,2,0,265
2026-06-01,Search Engine Marketing,Distart Education GmbH,1,5.0,9,0,265
2026-06-01,Search Engine Marketing,Professionals Online Akademie für Sales und Marketing,1,5.0,10,0,265
2026-06-01,Search Engine Marketing,velpTEC GmbH,1,5.0,11,0,265
2026-06-01,Search Engine Marketing,ecomex GmbH & Co. KG,1,5.0,16,1,265
2026-06-01,Search Engine Marketing,Spiced Academy GmbH,1,5.0,18,0,265
2026-06-01,Search Engine Marketing,Talentivo GmbH,1,5.0,19,0,265
2026-06-01,Search Engine Marketing,Karriere Tutor GmbH,1,5.0,20,0,265
2026-06-01,SEA,Masters of Digital GmbH,8,40.0,4,0,1577
2026-06-01,SEA,OneCareer,3,15.0,3,0,1577
2026-06-01,SEA,mycareernow,2,10.0,7,0,1577
2026-06-01,SEA,cimdata Bildungsakademie GmbH,2,10.0,10,0,1577
2026-06-01,SEA,Karriere Tutor GmbH,1,5.0,1,0,1577
2026-06-01,SEA,WBS TRAINING SE,1,5.0,2,0,1577
2026-06-01,SEA,velpTEC GmbH,1,5.0,8,0,1577
2026-06-01,SEA,IU Akademie IU Internationale Hochschule,1,5.0,16,0,1577
2026-06-01,SEA,DCI Digital Career Institute GmbH,1,5.0,17,0,1577
2026-06-01,SEO,OneCareer,6,30.0,3,0,3882
2026-06-01,SEO,Learning Digital Academy GmbH,4,20.0,12,0,3882
2026-06-01,SEO,Masters of Digital GmbH,3,15.0,2,0,3882
2026-06-01,SEO,Talentspring Academy Group,1,5.0,1,0,3882
2026-06-01,SEO,Spiced Academy GmbH,1,5.0,7,0,3882
2026-06-01,SEO,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,9,0,3882
2026-06-01,SEO,velpTEC GmbH,1,5.0,11,0,3882
2026-06-01,SEO,Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,1,5.0,13,0,3882
2026-06-01,SEO,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,17,0,3882
2026-06-01,SEO,Karriere Tutor GmbH,1,5.0,19,0,3882
2026-06-01,Suchmaschinenoptimierung,OneCareer,5,25.0,1,0,1776
2026-06-01,Suchmaschinenoptimierung,Masters of Digital GmbH,5,25.0,3,0,1776
2026-06-01,Suchmaschinenoptimierung,velpTEC GmbH,5,25.0,7,0,1776
2026-06-01,Suchmaschinenoptimierung,Learning Digital Academy GmbH,2,10.0,2,0,1776
2026-06-01,Suchmaschinenoptimierung,Talentspring Academy Group,1,5.0,11,0,1776
2026-06-01,Suchmaschinenoptimierung,GrandEdu GmbH,1,5.0,12,0,1776
2026-06-01,Suchmaschinenoptimierung,COMCAVE.COLLEGE GmbH,1,5.0,16,0,1776
2026-06-01,Suchmaschinenmarketing,Learning Digital Academy GmbH,4,20.0,1,0,962
2026-06-01,Suchmaschinenmarketing,OneCareer,2,10.0,4,0,962
2026-06-01,Suchmaschinenmarketing,Karriere Tutor GmbH,2,10.0,5,0,962
2026-06-01,Suchmaschinenmarketing,BIB Augsburg gGmbH,1,5.0,7,0,962
2026-06-01,Suchmaschinenmarketing,Berger Bildungsinstitut GmbH,1,5.0,8,0,962
2026-06-01,Suchmaschinenmarketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,9,0,962
2026-06-01,Suchmaschinenmarketing,Randstad Deutschland GmbH & Co. KG,1,5.0,11,0,962
2026-06-01,Suchmaschinenmarketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,12,0,962
2026-06-01,Suchmaschinenmarketing,Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,1,5.0,13,0,962
2026-06-01,Suchmaschinenmarketing,velpTEC GmbH,1,5.0,14,0,962
2026-06-01,Suchmaschinenmarketing,IFP Gesellschaft für Fortbildung und Personalentwicklung mbH,1,5.0,15,0,962
2026-06-01,Suchmaschinenmarketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,16,0,962
2026-06-01,Suchmaschinenmarketing,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,17,0,962
2026-06-01,Suchmaschinenmarketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,18,0,962
2026-06-01,Suchmaschinenmarketing,alfatraining Bildungszentrum GmbH,1,5.0,20,0,962
2026-06-01,Content Marketing,Masters of Digital GmbH,4,20.0,13,0,5003
2026-06-01,Content Marketing,velpTEC GmbH,3,15.0,8,0,5003
2026-06-01,Content Marketing,OneCareer,2,10.0,12,0,5003
2026-06-01,Content Marketing,Business Trends Academy,1,5.0,1,0,5003
2026-06-01,Content Marketing,GFN GmbH,1,5.0,2,0,5003
2026-06-01,Content Marketing,Akademie Überlingen,1,5.0,3,0,5003
2026-06-01,Content Marketing,alfatraining Bildungszentrum GmbH,1,5.0,4,0,5003
2026-06-01,Content Marketing,IU Akademie IU Internationale Hochschule,1,5.0,5,0,5003
2026-06-01,Content Marketing,ecomex GmbH & Co. KG,1,5.0,6,1,5003
2026-06-01,Content Marketing,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,7,0,5003
2026-06-01,Content Marketing,ebam Akademie für Wirtschaft und Management,1,5.0,10,0,5003
2026-06-01,Content Marketing,Distart Education GmbH,1,5.0,11,0,5003
2026-06-01,Content Marketing,cimdata Bildungsakademie GmbH,1,5.0,19,0,5003
2026-06-01,Content Marketing,Learning Digital Academy GmbH,1,5.0,20,0,5003
2026-06-01,Digital Marketing,Berger Bildungsinstitut GmbH,2,10.0,1,0,7128
2026-06-01,Digital Marketing,OneCareer,2,10.0,7,0,7128
2026-06-01,Digital Marketing,Learning Digital Academy GmbH,1,5.0,2,0,7128
2026-06-01,Digital Marketing,GFN GmbH,1,5.0,3,0,7128
2026-06-01,Digital Marketing,alfatraining Bildungszentrum GmbH,1,5.0,4,0,7128
2026-06-01,Digital Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,5,0,7128
2026-06-01,Digital Marketing,Lecturio GmbH,1,5.0,6,0,7128
2026-06-01,Digital Marketing,bam GmbH,1,5.0,8,0,7128
2026-06-01,Digital Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,11,0,7128
2026-06-01,Digital Marketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,12,0,7128
2026-06-01,Digital Marketing,Wirtschaftsakademie Küster GmbH,1,5.0,13,0,7128
2026-06-01,Digital Marketing,its digital akademie GmbH,1,5.0,14,0,7128
2026-06-01,Digital Marketing,Reha & Beruf gGmbH,1,5.0,15,0,7128
2026-06-01,Digital Marketing,Verein für Integration und Bildung e. V.,1,5.0,16,0,7128
2026-06-01,Digital Marketing,TÜV Rheinland Akademie GmbH,1,5.0,17,0,7128
2026-06-01,Digital Marketing,Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,1,5.0,18,0,7128
2026-06-01,Digital Marketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,19,0,7128
2026-06-01,Digital Marketing,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,20,0,7128
2026-06-01,Digitales Marketing,Berger Bildungsinstitut GmbH,2,10.0,1,0,7128
2026-06-01,Digitales Marketing,OneCareer,2,10.0,7,0,7128
2026-06-01,Digitales Marketing,Learning Digital Academy GmbH,1,5.0,2,0,7128
2026-06-01,Digitales Marketing,GFN GmbH,1,5.0,3,0,7128
2026-06-01,Digitales Marketing,alfatraining Bildungszentrum GmbH,1,5.0,4,0,7128
2026-06-01,Digitales Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,5,0,7128
2026-06-01,Digitales Marketing,Lecturio GmbH,1,5.0,6,0,7128
2026-06-01,Digitales Marketing,bam GmbH,1,5.0,8,0,7128
2026-06-01,Digitales Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,11,0,7128
2026-06-01,Digitales Marketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,12,0,7128
2026-06-01,Digitales Marketing,Wirtschaftsakademie Küster GmbH,1,5.0,13,0,7128
2026-06-01,Digitales Marketing,its digital akademie GmbH,1,5.0,14,0,7128
2026-06-01,Digitales Marketing,Reha & Beruf gGmbH,1,5.0,15,0,7128
2026-06-01,Digitales Marketing,Verein für Integration und Bildung e. V.,1,5.0,16,0,7128
2026-06-01,Digitales Marketing,TÜV Rheinland Akademie GmbH,1,5.0,17,0,7128
2026-06-01,Digitales Marketing,Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,1,5.0,18,0,7128
2026-06-01,Digitales Marketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,19,0,7128
2026-06-01,Digitales Marketing,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,20,0,7128
2026-06-01,Social Media Marketing,IU Akademie IU Internationale Hochschule,2,10.0,1,0,4733
2026-06-01,Social Media Marketing,Zukunftswerkstatt Mitteldeutschland,1,5.0,2,0,4733
2026-06-01,Social Media Marketing,Lecturio GmbH,1,5.0,3,0,4733
2026-06-01,Social Media Marketing,Prisma Bildungsplattform e. V.,1,5.0,4,0,4733
2026-06-01,Social Media Marketing,Bildungsinsel GmbH,1,5.0,5,0,4733
2026-06-01,Social Media Marketing,TEACH GmbH & Co. KG,1,5.0,6,0,4733
2026-06-01,Social Media Marketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,7,0,4733
2026-06-01,Social Media Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,8,0,4733
2026-06-01,Social Media Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,9,0,4733
2026-06-01,Social Media Marketing,Z&P Schulung GmbH,1,5.0,10,0,4733
2026-06-01,Social Media Marketing,vhs Rhön und Grabfeld gGmbH,1,5.0,11,0,4733
2026-06-01,Social Media Marketing,Berger Bildungsinstitut GmbH,1,5.0,12,0,4733
2026-06-01,Social Media Marketing,BIB Augsburg gGmbH,1,5.0,13,0,4733
2026-06-01,Social Media Marketing,Donner + Partner GmbH Sachsen,1,5.0,14,0,4733
2026-06-01,Social Media Marketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,15,0,4733
2026-06-01,Social Media Marketing,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,16,0,4733
2026-06-01,Social Media Marketing,Ihr JobCoach. Gesellschaft für Erwachsenenbildung mbH,1,5.0,18,0,4733
2026-06-01,Social Media Marketing,its digital akademie GmbH,1,5.0,19,0,4733
2026-06-01,Social Media Marketing,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,20,0,4733
2026-06-01,Performance Marketing,OneCareer,6,30.0,1,0,2813
2026-06-01,Performance Marketing,Masters of Digital GmbH,5,25.0,4,0,2813
2026-06-01,Performance Marketing,Learning Digital Academy GmbH,3,15.0,2,0,2813
2026-06-01,Performance Marketing,Distart Education GmbH,2,10.0,13,0,2813
2026-06-01,Performance Marketing,velpTEC GmbH,2,10.0,16,0,2813
2026-06-01,Performance Marketing,Spiced Academy GmbH,1,5.0,9,0,2813
2026-06-01,Performance Marketing,Bildung Next Level GmbH,1,5.0,11,0,2813
2026-06-01,Affiliate Marketing,Masters of Digital GmbH,9,45.0,1,0,513
2026-06-01,Affiliate Marketing,OneCareer,5,25.0,2,0,513
2026-06-01,Affiliate Marketing,Bildung Next Level GmbH,1,5.0,9,0,513
2026-06-01,Affiliate Marketing,DCI Digital Career Institute GmbH,1,5.0,10,0,513
2026-06-01,Affiliate Marketing,Talentspring Academy Group,1,5.0,13,0,513
2026-06-01,Affiliate Marketing,Distart Education GmbH,1,5.0,15,0,513
2026-06-01,Affiliate Marketing,Learnix GmbH,1,5.0,17,0,513
2026-06-01,Affiliate Marketing,HECKER CONSULTING,1,5.0,20,0,513
2026-06-01,E-Commerce,Karriere Tutor GmbH,4,20.0,1,0,2462
2026-06-01,E-Commerce,velpTEC GmbH,3,15.0,4,0,2462
2026-06-01,E-Commerce,Learning Digital Academy GmbH,2,10.0,8,0,2462
2026-06-01,E-Commerce,IU Akademie IU Internationale Hochschule,2,10.0,13,0,2462
2026-06-01,E-Commerce,alfatraining Bildungszentrum GmbH,1,5.0,2,0,2462
2026-06-01,E-Commerce,Talentspring Academy Group,1,5.0,5,0,2462
2026-06-01,E-Commerce,GFN GmbH,1,5.0,6,0,2462
2026-06-01,E-Commerce,Masters of Digital GmbH,1,5.0,7,0,2462
2026-06-01,E-Commerce,Mentify Learn GmbH,1,5.0,9,0,2462
2026-06-01,E-Commerce,Akademie Überlingen,1,5.0,10,0,2462
2026-06-01,E-Commerce,HECKER CONSULTING,1,5.0,12,0,2462
2026-06-01,E-Commerce,ebam Akademie für Wirtschaft und Management,1,5.0,18,0,2462
2026-06-01,E-Commerce,WBS TRAINING SE,1,5.0,20,0,2462
2026-06-01,E-Commerce Manager,velpTEC GmbH,5,25.0,1,0,730
2026-06-01,E-Commerce Manager,Karriere Tutor GmbH,4,20.0,2,0,730
2026-06-01,E-Commerce Manager,GFN GmbH,2,10.0,3,0,730
2026-06-01,E-Commerce Manager,Akademie Überlingen,2,10.0,10,0,730
2026-06-01,E-Commerce Manager,Talentspring Academy Group,1,5.0,5,0,730
2026-06-01,E-Commerce Manager,ecomex GmbH & Co. KG,1,5.0,6,1,730
2026-06-01,E-Commerce Manager,Digiteach GmbH,1,5.0,8,0,730
2026-06-01,E-Commerce Manager,ILS - Institut für Lernsysteme GmbH,1,5.0,9,0,730
2026-06-01,E-Commerce Manager,SMD Performance Media,1,5.0,12,0,730
2026-06-01,E-Commerce Manager,COMCAVE.COLLEGE GmbH,1,5.0,14,0,730
2026-06-01,E-Commerce Manager,CROAS Education GmbH,1,5.0,15,0,730
2026-06-01,Marketing Manager,OneCareer,5,25.0,2,0,3871
2026-06-01,Marketing Manager,alfatraining Bildungszentrum GmbH,3,15.0,5,0,3871
2026-06-01,Marketing Manager,Talentspring Academy Group,2,10.0,1,0,3871
2026-06-01,Marketing Manager,Berger Bildungsinstitut GmbH,2,10.0,13,0,3871
2026-06-01,Marketing Manager,GfM GmbH & Co. KG,1,5.0,7,0,3871
2026-06-01,Marketing Manager,Learning Digital Academy GmbH,1,5.0,11,0,3871
2026-06-01,Marketing Manager,COMCAVE.COLLEGE GmbH,1,5.0,14,0,3871
2026-06-01,Marketing Manager,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,15,0,3871
2026-06-01,Marketing Manager,Kolping Akademie Bamberg,1,5.0,16,0,3871
2026-06-01,Marketing Manager,TÜV Rheinland Akademie GmbH,1,5.0,17,0,3871
2026-06-01,Marketing Manager,Do IT Digital GmbH,1,5.0,18,0,3871
2026-06-01,Marketing Manager,velpTEC GmbH,1,5.0,19,0,3871
2026-06-01,Marketing Automation,DCI Digital Career Institute GmbH,7,35.0,2,0,505
2026-06-01,Marketing Automation,velpTEC GmbH,4,20.0,1,0,505
2026-06-01,Marketing Automation,Bildung Next Level GmbH,3,15.0,12,0,505
2026-06-01,Marketing Automation,Ironhack Germany GmbH,2,10.0,15,0,505
2026-06-01,Marketing Automation,Karriere Tutor GmbH,1,5.0,4,0,505
2026-06-01,Marketing Automation,GrandEdu GmbH,1,5.0,6,0,505
2026-06-01,Marketing Automation,Talentspring Academy Group,1,5.0,10,0,505
2026-06-01,Marketing Automation,Digethic Business School,1,5.0,18,0,505
2026-06-01,Google Ads,Learning Digital Academy GmbH,5,25.0,3,0,1101
2026-06-01,Google Ads,velpTEC GmbH,5,25.0,4,0,1101
2026-06-01,Google Ads,Masters of Digital GmbH,5,25.0,5,0,1101
2026-06-01,Google Ads,OneCareer,4,20.0,2,0,1101
2026-06-01,Google Ads,Webmasters Akademie Nürnberg GmbH,1,5.0,1,0,1101
2026-06-01,Online Advertising,Masters of Digital GmbH,6,30.0,4,0,839
2026-06-01,Online Advertising,OneCareer,5,25.0,3,0,839
2026-06-01,Online Advertising,Learning Digital Academy GmbH,4,20.0,1,0,839
2026-06-01,Online Advertising,ecomex GmbH & Co. KG,1,5.0,2,1,839
2026-06-01,Online Advertising,neuefische GmbH,1,5.0,7,0,839
2026-06-01,Online Advertising,GrandEdu GmbH,1,5.0,8,0,839
2026-06-01,Online Advertising,velpTEC GmbH,1,5.0,18,0,839
2026-06-01,Online Advertising,Distart Education GmbH,1,5.0,20,0,839
2026-06-01,Webanalyse,ChapterNext,3,15.0,3,0,266
2026-06-01,Webanalyse,Masters of Digital GmbH,3,15.0,6,0,266
2026-06-01,Webanalyse,ecomex GmbH & Co. KG,3,15.0,11,1,266
2026-06-01,Webanalyse,OneCareer,2,10.0,1,0,266
2026-06-01,Webanalyse,Talentspring Academy Group,2,10.0,8,0,266
2026-06-01,Webanalyse,GrandEdu GmbH,2,10.0,10,0,266
2026-06-01,Webanalyse,COMCAVE.COLLEGE GmbH,1,5.0,2,0,266
2026-06-01,Webanalyse,Webmasters Akademie Nürnberg GmbH,1,5.0,13,0,266
2026-06-01,Webanalyse,neuefische GmbH,1,5.0,15,0,266
2026-06-01,Webanalyse,Spiced Academy GmbH,1,5.0,16,0,266
2026-06-01,Webanalyse,MARTINSFELD GmbH & Co. KG,1,5.0,17,0,266
2026-06-01,Digital Strategy,velpTEC GmbH,3,15.0,1,0,129
2026-06-01,Digital Strategy,New Horizons Stuttgart III Trainings,2,10.0,5,0,129
2026-06-01,Digital Strategy,New Horizons München - IT Computer und Business Trainings,2,10.0,6,0,129
2026-06-01,Digital Strategy,New Horizons Stuttgart,2,10.0,10,0,129
2026-06-01,Digital Strategy,New Horizons München - IT Computer und BusinessTraining Trainings,2,10.0,15,0,129
2026-06-01,Digital Strategy,OMR Education GmbH,2,10.0,18,0,129
2026-06-01,Digital Strategy,ecomex GmbH & Co. KG,1,5.0,3,1,129
2026-06-01,Digital Strategy,DFW Akademie,1,5.0,4,0,129
2026-06-01,Digital Strategy,A-Leecon GmbH,1,5.0,7,0,129
2026-06-01,Digital Strategy,New Horizons Nord,1,5.0,8,0,129
2026-06-01,Digital Strategy,New Horizons Akademie,1,5.0,13,0,129
2026-06-01,Digital Strategy,New Horizons Hannover/Leipzig,1,5.0,14,0,129
2026-06-01,Digital Strategy,GFN GmbH,1,5.0,17,0,129
2026-06-02,Online Marketing,Learning Digital Academy GmbH,2,10.0,1,0,6536
2026-06-02,Online Marketing,ecomex GmbH & Co. KG,2,10.0,2,1,6536
2026-06-02,Online Marketing,OneCareer,2,10.0,14,0,6536
2026-06-02,Online Marketing,IU Akademie IU Internationale Hochschule,1,5.0,3,0,6536
2026-06-02,Online Marketing,COMCAVE.COLLEGE GmbH,1,5.0,4,0,6536
2026-06-02,Online Marketing,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,5,0,6536
2026-06-02,Online Marketing,GrandEdu GmbH,1,5.0,6,0,6536
2026-06-02,Online Marketing,Masters of Digital GmbH,1,5.0,8,0,6536
2026-06-02,Online Marketing,Karriere Tutor GmbH,1,5.0,9,0,6536
2026-06-02,Online Marketing,Lecturio GmbH,1,5.0,11,0,6536
2026-06-02,Online Marketing,IFM GmbH,1,5.0,12,0,6536
2026-06-02,Online Marketing,Comhard Gesellschaft für Bildung und Personalentwicklung mbH,1,5.0,13,0,6536
2026-06-02,Online Marketing,CBW College Berufliche Weiterbildung GmbH,1,5.0,15,0,6536
2026-06-02,Online Marketing,LVQ Weiterbildung und Beratung GmbH,1,5.0,16,0,6536
2026-06-02,Online Marketing,EBA Hanse College GmbH,1,5.0,17,0,6536
2026-06-02,Online Marketing,Ostbayerische Technische Hochschule Amberg-Weiden,1,5.0,19,0,6536
2026-06-02,Online Marketing,velpTEC GmbH,1,5.0,20,0,6536
2026-06-02,Online Marketing Manager,OneCareer,4,20.0,12,0,2208
2026-06-02,Online Marketing Manager,alfatraining Bildungszentrum GmbH,3,15.0,1,0,2208
2026-06-02,Online Marketing Manager,COMCAVE.COLLEGE GmbH,1,5.0,2,0,2208
2026-06-02,Online Marketing Manager,Talentspring Academy Group,1,5.0,3,0,2208
2026-06-02,Online Marketing Manager,ecomex GmbH & Co. KG,1,5.0,4,1,2208
2026-06-02,Online Marketing Manager,Wildner Akademie für Digitale Wirtschaft & Management,1,5.0,5,0,2208
2026-06-02,Online Marketing Manager,Digiteach GmbH,1,5.0,6,0,2208
2026-06-02,Online Marketing Manager,DCI Digital Career Institute GmbH,1,5.0,7,0,2208
2026-06-02,Online Marketing Manager,Textakademie GmbH,1,5.0,8,0,2208
2026-06-02,Online Marketing Manager,Minister Fachschule GmbH,1,5.0,9,0,2208
2026-06-02,Online Marketing Manager,IHK-Akademie Ostwestfalen GmbH,1,5.0,10,0,2208
2026-06-02,Online Marketing Manager,XDi - Experience Design Institut GmbH,1,5.0,11,0,2208
2026-06-02,Online Marketing Manager,Starthilfe Bildungswerk GmbH,1,5.0,13,0,2208
2026-06-02,Online Marketing Manager,Berger Bildungsinstitut GmbH,1,5.0,15,0,2208
2026-06-02,Online Marketing Manager,Karriere Tutor GmbH,1,5.0,17,0,2208
2026-06-02,Online Marketing Strategie,Learning Digital Academy GmbH,6,30.0,2,0,4107
2026-06-02,Online Marketing Strategie,Masters of Digital GmbH,4,20.0,5,0,4107
2026-06-02,Online Marketing Strategie,Talentspring Academy Group,2,10.0,13,0,4107
2026-06-02,Online Marketing Strategie,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,1,0,4107
2026-06-02,Online Marketing Strategie,ecomex GmbH & Co. KG,1,5.0,3,1,4107
2026-06-02,Online Marketing Strategie,OneCareer,1,5.0,4,0,4107
2026-06-02,Online Marketing Strategie,Karriere Tutor GmbH,1,5.0,10,0,4107
2026-06-02,Online Marketing Strategie,neuefische GmbH,1,5.0,11,0,4107
2026-06-02,Online Marketing Strategie,BNW gGmbH - Bildungswerk der Niedersächsischen Wirtschaft gemeinnützige GmbH,1,5.0,18,0,4107
2026-06-02,Online Marketing Strategie,Spiced Academy GmbH,1,5.0,19,0,4107
2026-06-02,Online Marketing Strategie,Lecturio GmbH,1,5.0,20,0,4107
2026-06-02,Search Engine Marketing,OneCareer,4,20.0,1,0,265
2026-06-02,Search Engine Marketing,XDi - Experience Design Institut GmbH,4,20.0,5,0,265
2026-06-02,Search Engine Marketing,Masters of Digital GmbH,4,20.0,6,0,265
2026-06-02,Search Engine Marketing,IU Akademie IU Internationale Hochschule,2,10.0,14,0,265
2026-06-02,Search Engine Marketing,Learning Digital Academy GmbH,1,5.0,3,0,265
2026-06-02,Search Engine Marketing,Distart Education GmbH,1,5.0,10,0,265
2026-06-02,Search Engine Marketing,velpTEC GmbH,1,5.0,11,0,265
2026-06-02,Search Engine Marketing,Professionals Online Akademie für Sales und Marketing,1,5.0,13,0,265
2026-06-02,Search Engine Marketing,ecomex GmbH & Co. KG,1,5.0,16,1,265
2026-06-02,Search Engine Marketing,Spiced Academy GmbH,1,5.0,18,0,265
2026-06-02,SEA,Masters of Digital GmbH,7,35.0,4,0,1577
2026-06-02,SEA,OneCareer,3,15.0,3,0,1577
2026-06-02,SEA,mycareernow,3,15.0,5,0,1577
2026-06-02,SEA,cimdata Bildungsakademie GmbH,2,10.0,15,0,1577
2026-06-02,SEA,Karriere Tutor GmbH,1,5.0,1,0,1577
2026-06-02,SEA,WBS TRAINING SE,1,5.0,2,0,1577
2026-06-02,SEA,velpTEC GmbH,1,5.0,7,0,1577
2026-06-02,SEA,IU Akademie IU Internationale Hochschule,1,5.0,12,0,1577
2026-06-02,SEA,DCI Digital Career Institute GmbH,1,5.0,19,0,1577
2026-06-02,SEO,OneCareer,6,30.0,4,0,3882
